ID;Name;Is Active;City Insee Code;Address;Zip Code;Siret;France Services Label;Nombre d'aidants;Nombre D'usagers Uniques;Nombre De Demarche Par Structure;Nombre Demarche Argent;Nombre Demarche Etranger;Nombre Demarche Famille;Nombre Demarche Justice;Nombre Demarche Loisirs;Nombre Demarche Papier;Nombre Demarche Social;Nombre Demarche Transport;Nombre Demarche Travail;Nombre Demarche Logement
3319;EDS Fontenay-sous-Bois;TRUE;94033;5 rue Jean Douat;94120;22 940 028 800 010;FALSE;0;;;;;;;;;;;;
3320;EDS de Gentilly;TRUE;94037;16, rue Raspail;94250;22 940 028 800 010;FALSE;3;1;3;;;;;;;;;;3
3321;Espace Insertion Fontenay-Sous-Bois;TRUE;94033;12 Rue Dalayrac;94120;22 940 028 800 010;FALSE;0;;;;;;;;;;;;
3322;EDS de Sucy-en-Brie;TRUE;94071;17, rue de Boissy;94370;22 940 028 800 010;FALSE;2;7;35;;3;17;;;;18;4;;4
3323;France services des paysages de la champagne;TRUE;51217;3 rue Maréchal Foch;51700;20 006 685 000 013;TRUE;3;24;198;;;;;;;7;20;172;3
3324;France services Guillon Terre Plaine;TRUE;89406;10 rue des Vaux Marins;89420;20 008 722 900 015;TRUE;2;;;;;;;;;;;;
3325;ASSOCIATION ASAL;TRUE;54329;3 RUE DE LA CHARITE;54300;32 833 888 400 021;FALSE;1;;;;;;;;;;;;
3326;Association Pays d'Argonne;TRUE;55419;22 RUE JULES BANCELIN;55120;81 081 923 500 013;FALSE;3;;;;;;;;;;;;
3327;Centre Social Louise Michel;TRUE;57269;1 Rue Mozart 57310 Guénange, 1 Rue Mozart;57310;21 570 269 700 016;FALSE;1;;;;;;;;;;;;
3328;Thionville Emploi;TRUE;57672;29 BD JEANNE D ARC;57100;26 570 194 600 013;FALSE;3;;;;;;;;;;;;
3329;MAIRIE DE SAINTE FLORINE;TRUE;43185;PL DU MARCHE;43250;21 430 185 500 018;FALSE;1;;;;;;;;;;;;
3330;CCAS DE LONGEVILLE LES ST AVOLD;TRUE;57413;25 RUE DES ALLIES;57740;26 570 071 600 011;FALSE;1;13;50;18;;;;;3;15;7;7;
3331;Agence Postale Communale de SOURSAC;TRUE;19106;57 Grand' Rue;19550;20 006 674 400 018;FALSE;1;;;;;;;;;;;;
3332;Mairie de Ferrières-en-brie;TRUE;77181;PL AUGUSTE TREZY;77164;21 770 181 200 018;FALSE;3;;;;;;;;;;;;
3333;Maison France Service;TRUE;08105;rue Maryse Bastier;08000;21 080 096 700 015;FALSE;1;;;;;;;;;;;;
3334;CCAS D'ECHIROLLES - Pôle Solidarité-Insertion-Hébergement;TRUE;38151;1 PL DES CINQ FONTAINES;38130;26 381 036 800 062;FALSE;2;;;;;;;;;;;;
3335;Maison des Solidarités;TRUE;76447;PL FRANCOIS MITTERRAND;76290;26 760 095 500 012;FALSE;4;;;;;;;;;;;;
3337;ASEM;TRUE;58194;13 RUE LOUIS FRANCIS;58000;79 008 521 100 049;FALSE;2;;;;;;;;;;;;
3338;Commune de Remilly-sur-Tille;TRUE;21209;RUE DE L'EGLISE;21560;21 210 521 700 013;FALSE;0;;;;;;;;;;;;
3339;CCAS Givry;TRUE;71221;4 PL DE LA POSTE;71640;26 710 320 800 018;FALSE;1;;;;;;;;;;;;
3340;Mâcon service famille;TRUE;71270;QUAI LAMARTINE;71000;21 710 270 600 017;FALSE;0;;;;;;;;;;;;
3341;France Services Bleneau;TRUE;89046;PL DE LA MAIRIE;89220;21 890 046 200 019;TRUE;0;;;;;;;;;;;;
3342;FRANCE SERVICES GIROMAGNY;TRUE;90052;2 AVENUE JEAN MOULIN;90200;21 900 052 800 014;TRUE;3;;;;;;;;;;;;
3343;MAIRIE DE NOUANS;TRUE;72260;PLACE MARCEL JOUSSE;72260;21 720 222 500 017;FALSE;1;;;;;;;;;;;;
3344;MAIRIE DE LUCE SOUS BALLON;TRUE;72023;1 RUE LOUIS LOUAZE;72290;21 720 174 800 019;FALSE;0;;;;;;;;;;;;
3345;CHI LYS HYROME CHEMILLE - VIHIERS;TRUE;49092;6 RUE SAINT GILLES;49120;26 490 667 800 018;FALSE;1;;;;;;;;;;;;
3346;Mairie de Bégard;TRUE;22004;RUE DE LA RESISTANCE;22140;21 220 004 200 019;FALSE;1;1;4;;;;;;;;4;;
3347;Espace France Services de Questembert Communauté;TRUE;56184;8 AV DE LA GARE;56230;20 009 652 700 011;TRUE;4;;;;;;;;;;;;
3348;Maison des Jeunes et de la Culture du Pays de Quintin;TRUE;22262;2 RUE DE LA FOSSE MALLARD;22800;77 744 592 500 012;FALSE;1;;;;;;;;;;;;
3349;CCAS de Ploumilliau;TRUE;22113;16 Rue Anatole Le Bras;22300;26 220 043 900 012;FALSE;2;;;;;;;;;;;;
3350;AVEC;TRUE;08487;43 RUE PASTEUR;08320;80 910 817 800 017;FALSE;1;;;;;;;;;;;;
3351;CFPPA;TRUE;08362;RTE DE NOVION;08300;19 080 804 800 036;FALSE;8;;;;;;;;;;;;
3352;SDSEI HAUT-BEARN;TRUE;64422;14 RUE ADOUE;64400;22 640 001 800 876;FALSE;2;;;;;;;;;;;;
3353;Service logement jeunes AHJDA;TRUE;49007;12 place Imbach;49100;78 610 662 500 019;FALSE;4;;;;;;;;;;;;
3354;CIDFF DU LUNEVILLOIS MEURTHE ET MOSELLE SUD;TRUE;54329;9 RUE RENE BASSET;54300;32 614 307 000 059;FALSE;5;;;;;;;;;;;;
3355;Assocation Thierache Ardennaise Animation;TRUE;08277;9 Place de la Mairie;08290;32 950 423 700 010;FALSE;0;;;;;;;;;;;;
3356;CENTRE COMMUNAL D ACTION SOCIALE LOUVROIL;TRUE;59365;19 RUE ROMEO FREMY;59720;26 590 365 800 010;FALSE;6;11;181;29;23;50;26;21;25;30;21;31;23
3357;Pôle multi-services Michel Colucci;TRUE;78123;1 PL SAINT BLAISE;78955;21 780 123 200 174;FALSE;5;;;;;;;;;;;;
3358;Centre Communal d'Action Sociale de Nemours;TRUE;77333;8 B RUE HEDELIN;77140;26 770 883 200 048;FALSE;4;;;;;;;;;;;;
3359;CCAS de DOURDAN;TRUE;91200;ESPLANADE JEAN MOULIN;91410;26 910 045 900 016;FALSE;1;;;;;;;;;;;;
3361;mairie de saclas;TRUE;91533;19 RUE DE LA MAIRIE;91690;21 910 533 500 018;FALSE;1;;;;;;;;;;;;
3363;Guichet d'aide aux démarches administratives numériques;TRUE;92012;26 AV ANDRE MORIZET;92100;21 920 012 800 011;FALSE;2;;;;;;;;;;;;
3364;L'Escale;TRUE;94079;2 Bd de Friedberg;94350;20 005 794 100 011;FALSE;1;;;;;;;;;;;;
3365;Centre d'action sociale de la ville de Paris;TRUE;75112;5 BD DIDEROT;75012;26 750 004 902 888;FALSE;9;;;;;;;;;;;;
3366;PETR du Pays de Verdun;TRUE;55545;3 PL DE LA MAIRIE;55100;20 008 896 100 020;FALSE;4;;;;;;;;;;;;
3367;Centre social Saint-Michel Jéricho;TRUE;54482;75 RUE ALEXANDRE 1ER;54130;32 761 336 000 046;FALSE;1;;;;;;;;;;;;
3368;Association Générale des Familles du Bas-Rhin;TRUE;67482;11 RUE DU VERDON;67100;77 564 203 600 674;FALSE;1;;;;;;;;;;;;
3369;Pôle Service Domicile SAVS SAMSAH;TRUE;29019;3 rue Edouard BELIN;29200;77 757 176 100 439;FALSE;12;3;29;5;;9;;;7;8;4;4;7
3370;Mon Assistant Numérique Marne la Vallée;TRUE;77350;10 ALL BRECHE AUX LOUPS;77330;82 854 514 500 017;FALSE;1;;;;;;;;;;;;
3371;PARTAGE 94;TRUE;94028;40 AV DE VERDUN;94000;47 779 373 100 019;FALSE;0;;;;;;;;;;;;
3372;Association SOutien Insertion Santé;TRUE;75113;9 Bis rue Abel Hovelacque;75013;40 309 070 700 031;FALSE;1;12;58;12;8;8;4;4;6;22;4;6;18
3373;CPH COALLIA Vallée de Seine;TRUE;78361;48 AV DE LA REPUBLIQUE;78200;77 568 030 904 217;FALSE;4;;;;;;;;;;;;
3375;Samusocial de Paris;TRUE;94041;51 Rue Ledru Rollin;94200;18 750 901 300 012;FALSE;1;;;;;;;;;;;;
3376;COALLIA;TRUE;93048;259/261 RUE DE PARIS;93100;77 568 030 902 823;FALSE;0;;;;;;;;;;;;
3377;AIPM;TRUE;77284;12 RUE LOUIS BLERIOT/ RESIDENCE BUFFON rdc Extérieurs;77100;75 010 321 000 027;FALSE;1;;;;;;;;;;;;
3378;ASSOCIATION EQUALIS;TRUE;77284;2 A rue d'Orgemont;77100;88 204 367 200 014;FALSE;4;;;;;;;;;;;;
3379;AGS;TRUE;78586;4 - 6 Rue du marché;78500;44 301 735 500 019;FALSE;1;;;;;;;;;;;;
3380;Plateforme d’accompagnement social à l’hôtel - PASH93;TRUE;93048;3 rue de Rome;93100;38 162 728 000 039;FALSE;28;9;81;5;10;24;9;2;14;14;6;16;23
3381;Solibail;TRUE;93064;3 RUE DE ROME;93110;38 162 728 000 039;FALSE;3;;;;;;;;;;;;
3382;Le Logement d'abord (LDA);TRUE;93064;3 rue de Rome;93110;38 162 728 000 039;FALSE;2;;;;;;;;;;;;
3383;ASSOCIATION COEUR DE BASTIDE;TRUE;33402;44 RUE ALSACE LORRAINE;33220;78 886 803 200 020;FALSE;1;;;;;;;;;;;;
3384;Accompagnement dans le logement (AVDL);TRUE;93064;3 rue de Rome;93110;38 162 728 000 039;FALSE;2;;;;;;;;;;;;
3385;ACCOMPAGNEMENT SOCIAL LIE AU LOGEMENT (ASLL);TRUE;93064;3 rue de Rome;93110;38 162 728 000 039;FALSE;1;;;;;;;;;;;;
3386;XL Autonomie;TRUE;40088;36 rue Pascal Lafitte;40100;85 009 157 000 026;FALSE;6;;;;;;;;;;;;
3387;Mairie de La Courtine;TRUE;23067;1 Place de la Mairie;23100;20 006 674 400 018;FALSE;3;;;;;;;;;;;;
3388;Mairie de Bellechassagne;TRUE;19261;6 le bourg;19290;20 006 674 400 018;FALSE;1;;;;;;;;;;;;
3389;Saint-Oradoux-de-Chirouze;TRUE;23067;1 allée de la Paix;23100;20 006 674 400 018;FALSE;0;;;;;;;;;;;;
3390;Mairie de Saint-Germain-Lavolps;TRUE;19261;6 Le Bourg;19290;20 006 674 400 018;FALSE;0;;;;;;;;;;;;
3391;La Poste Saint-Sébastien;TRUE;23239;1 rue Robert Dissoubray;23160;35 600 000 001 569;FALSE;2;;;;;;;;;;;;
3392;Mairie de SAINT MERD LES OUSSINES;TRUE;19265;1 Place de la Maïade - Le Bourg;19170;20 006 674 400 018;FALSE;1;;;;;;;;;;;;
3393;France Service de Nay;TRUE;64417;8 Cours Pasteur;64800;21 640 417 800 016;FALSE;1;;;;;;;;;;;;
3394;Espaces France Services de Grand Châtellerault;TRUE;86066;78 BD BLOSSAC;86100;24 860 041 300 012;TRUE;7;12;41;4;;10;2;;10;6;11;7;4
3395;Commune de La Nouaille;TRUE;23079;17 route de Millevaches;23500;21 231 440 500 011;FALSE;1;;;;;;;;;;;;
3396;Cité de l'emploi de Limoges;TRUE;87085;8 allée fabre d'églantine;87000;24 871 931 200 162;FALSE;2;;;;;;;;;;;;
3397;Bus France Services du Pays Morcenais;TRUE;40197;PL JEAN MOULIN;40110;24 400 069 100 026;TRUE;3;6;13;2;;2;2;;2;2;;4;
3398;Mairie de Saint Etienne aux Clos;TRUE;19275;1 rue de la Mairie;19200;20 006 674 400 018;FALSE;0;;;;;;;;;;;;
3399;Espace France Services Lusignan;TRUE;86139;7 rue Enjambes;86600;20 006 985 400 012;TRUE;3;;;;;;;;;;;;
3400;Service Départemental des Solidarités et de l'Insertion Est Béarn;FALSE;64405;1 rue Françoise DOLTO;64160;22 640 001 800 876;FALSE;0;;;;;;;;;;;;
3401;Service Conseiller Numérique France Services de Damazan;TRUE;47078;1, Place Armand Fallières;47160;21 470 078 300 019;TRUE;1;;;;;;;;;;;;
3402;Mairie d’Aix;TRUE;19275;4 rue de la Mairie;19200;20 006 674 400 018;FALSE;2;;;;;;;;;;;;
3403;SDSeI Pays Basque Intérieur;TRUE;64445;64 AV JEAN BIRAY;64000;22 640 001 800 876;FALSE;16;2;4;4;;;;;;;;;
3404;Centre Communal d'Action Sociale de Marmande;TRUE;47157;19 RUE VICTOR FOURTON;47200;26 470 117 800 016;FALSE;3;;;;;;;;;;;;
3405;Maison des Marmandais;TRUE;47157;104 rue Christian Baylac;47200;26 470 117 800 016;FALSE;4;;;;;;;;;;;;
3406;FRANCE SERVICES ROYERE DE VASSIVIERE;TRUE;23249;28 RUE CAMILLE BENASSY;23460;35 600 000 001 456;TRUE;2;;;;;;;;;;;;
3407;SATHE 87;TRUE;87085;38 RUE RHIN ET DANUBE;87280;33 862 963 700 046;FALSE;3;1;4;4;;;;;;;;;
3408;MAIRIE D' AMBRUGEAT;TRUE;19136;1 PLACE DE LA MAIRIE;19250;20 006 674 400 018;FALSE;1;;;;;;;;;;;;
3409;Mairie de Peyrelevade – Maison France Services Peyrelevade;FALSE;19261;55 Rue du Limousin;19290;20 006 674 400 018;TRUE;0;;;;;;;;;;;;
3410;LIMOGES METROPOLE COMMUNAUTE URBAINE;TRUE;87085;19 RUE BERNARD PALISSY;87000;24 871 931 200 162;FALSE;0;;;;;;;;;;;;
3411;SDSEI Pau agglo;TRUE;64445;2 RUE PIERRE BONNARD;64000;22 640 001 800 876;FALSE;22;7;66;2;16;20;4;2;18;21;2;;15
3412;MAIRIE VAL-DU-MIGNON;TRUE;79334;PL PIERRE ROUSSEAU;79210;20 008 264 200 014;FALSE;3;;;;;;;;;;;;
3413;Fondation Aralis - Lyon 2 Rives;TRUE;69388;16 RUE JEAN DESPARMET;69008;77 564 827 200 463;FALSE;6;;;;;;;;;;;;
3414;Fondation Aralis - Lyon Sud;TRUE;69388;16 RUE JEAN DESPARMET;69008;77 564 827 200 463;FALSE;9;;;;;;;;;;;;
3415;Fondation Aralis - Villeurbanne;TRUE;69388;16 RUE JEAN DESPARMET;69008;77 564 827 200 463;FALSE;6;;;;;;;;;;;;
3416;CCAS Palau del vidre;TRUE;66133;PL DE LA REPUBLIQUE;66690;26 660 095 600 012;FALSE;1;7;87;4;2;10;2;;23;35;6;21;12
3417;DÉPARTEMENT DES PYRÉNÉES-ORIENTALES;TRUE;66136;24, QUAI SADI CARNOT	66100	PERPIGNAN;66100;1;FALSE;22;34;139;24;;6;2;;33;37;48;10;10
3418;Maison France Service Baziège;TRUE;31048;13 avenue de l'Hers;31450;21 310 048 000 010;TRUE;4;1;2;;;;;;;;2;;
3419;MISSION LOCALE DU CENTRE HERAULT;TRUE;34199;BD JACQUES MONOD;34120;42 866 484 100 015;FALSE;1;;;;;;;;;;;;
3420;association couleurs citoyennes;TRUE;11069;10 RUE NICCOLO PAGANINI;11000;39 756 327 100 022;FALSE;1;;;;;;;;;;;;
3421;Communauté de Communes Astarac Arros en Gascogne (CDC AAG);TRUE;32464;19 AV DE GASCOGNE;32730;20 003 575 600 010;FALSE;2;;;;;;;;;;;;
3422;Mairie Le Boulou;TRUE;66024;AV LEON JEAN GREGORY;66160;21 660 024 700 011;FALSE;3;;;;;;;;;;;;
3423;communauté de communes pyrenées-cerdagne;TRUE;66167;PL OLIVA;66800;24 660 039 900 017;FALSE;1;;;;;;;;;;;;
3424;CCAS de Vauvert;TRUE;30341;168 rue Montcalm;30600;26 300 027 500 010;FALSE;4;9;21;;;6;;;;6;;2;7
3425;CCAS DE LA VILLE D'ALBI;TRUE;81004;2 AV COLONEL TEYSSIER;81000;26 810 130 000 062;FALSE;7;;;;;;;;;;;;
3426;CCAS Escale;TRUE;30325;Place de l'Eglise;30440;21 300 325 400 017;FALSE;2;2;28;;;12;;;5;7;;9;
3427;CAUVALDOR;TRUE;46309;LD BRAMEFOND;46200;20 006 637 100 010;FALSE;12;8;22;;;;;;;6;;19;
3428;CCAS de Valras-Plage;TRUE;34324;1 boulevard Roger Audoux;34350;26 340 092 100 015;FALSE;4;8;58;8;8;12;2;;14;16;12;14;14
3429;Association tin hinan;TRUE;34172;LE GRAND MAIL;34080;43 323 115 600 020;FALSE;2;;;;;;;;;;;;
3430;Centre communal d'action sociale de Générac;TRUE;30128;AV YVES BESSODES;30510;26 300 072 100 013;FALSE;2;;;;;;;;;;;;
3431;RELAIS EMPLOI DU PAYS DE SOMMIERES;TRUE;30321;PARC ACTIVITES DE L'ARNEDE BAT B1;30250;24 300 029 600 067;FALSE;1;;;;;;;;;;;;
3432;Centre Social Belle eau;TRUE;97107;1 RUE JOLIOT CURIE;97130;41 218 012 700 018;FALSE;1;2;13;3;;;;;;11;;;
3433;Communauté de Communes de Marie-Galante;TRUE;97112;RUE DU FORT;97112;24 971 004 700 013;FALSE;1;;;;;;;;;;;;
3434;Mairie de la Désirade;TRUE;97110;BEAUSEJOUR;97127;21 971 110 800 015;FALSE;1;17;277;96;31;45;31;31;40;59;31;49;34
3435;CLCV 971 - ASSOCIATION LOCALE DE LA CONSOMMATION DU LOGEMENT ET DU CADRE DE VIE;TRUE;97120;84 RES VATABLE;97110;82 223 459 700 018;FALSE;5;30;361;75;55;73;56;28;70;70;52;58;65
3436;Centre communal d'action sociale Inzinzac-Lochrist;TRUE;56090;15 RUE NATIONALE;56650;26 560 070 000 016;FALSE;1;;;;;;;;;;;;
3437;COMMUNE DE Thoire-sous-contensor;TRUE;72139;3 RUE DES MEES;72610;21 720 355 300 045;FALSE;0;;;;;;;;;;;;
3438;Mairie de Saint Ellier du Maine;TRUE;53154;1 place de la mairie;53220;21 530 213 400 014;FALSE;0;;;;;;;;;;;;
3439;Association l'Age d'Or;TRUE;38185;53 RUE ABBE GREGOIRE;38000;47 878 444 000 024;FALSE;3;;;;;;;;;;;;
3440;Mairie de Morvilliers;TRUE;28271;3 rue de l'Eglise;28340;21 280 271 400 015;FALSE;1;;;;;;;;;;;;
3441;Mairie La Chapelle Fortin;TRUE;28149;LE BOURG;28340;21 280 077 500 018;FALSE;0;;;;;;;;;;;;
3442;Mairie d'Artenay;TRUE;45008;20 PL DE L'HOTEL DE VILLE;45410;21 450 008 400 014;FALSE;1;1;14;3;2;2;2;2;3;3;2;2;2
3443;CCAS de Châteauroux - Service Logement et Service Insertion;TRUE;36044;1 rue de la manufacture royale;36000;26 360 018 100 097;FALSE;8;4;43;11;2;10;4;;10;8;5;10;8
3444;CCAS de Châteauroux - Equipe de Prévention Spécialisée;TRUE;36044;1/2 allée Buffon;36000;26 360 018 100 097;FALSE;4;;;;;;;;;;;;
3445;CCAS de Châteauroux - Maison des séniors;TRUE;36044;29 Cours Saint Luc;36000;26 360 018 100 097;FALSE;1;;;;;;;;;;;;
3446;CCAS de Châteauroux - Foyer des Jeunes Travailleurs;TRUE;36044;8 rue Michelet;36000;26 360 018 100 097;FALSE;2;;;;;;;;;;;;
3447;Relais Emploi de Sainte Maure de Touraine;FALSE;37226;77 AV DU GEN DE GAULLE;37800;84 457 355 000 010;FALSE;1;;;;;;;;;;;;
3448;ID37;TRUE;37233;6 RUE JACQUES VIGIER;37700;35 285 847 600 042;FALSE;7;;;;;;;;;;;;
3449;ccas de Nieul sur mer;TRUE;17222;RUE DE BEAUREGARD;17137;26 170 312 800 015;FALSE;1;;;;;;;;;;;;
3450;Commune de Saint-Gonnery;TRUE;56151;14 RUE DES DEUX PONTS;56920;21 560 215 200 013;FALSE;2;1;2;;;;;;;2;;;
3451;Association La Boutique du Droit - Permanence chez PIMMS Lorient;TRUE;56121;2 BD GAL LECLERC;56100;38 793 208 000 030;FALSE;1;;;;;;;;;;;;
3452;France Services Beaune-La-Rolande;TRUE;45030;3 B RUE DES DEPORTES;45340;20 007 185 000 073;TRUE;2;;;;;;;;;;;;
3453;Mairie de Killem;TRUE;59448;RUE ST MICHEL;59122;21 590 326 100 018;FALSE;2;;;;;;;;;;;;
3454;Centre Communal d'Action Social de Comines;TRUE;59152;1 rue maire lambin;59560;26 590 152 000 014;FALSE;2;5;10;;;;;;4;6;;;
3455;Centre Communal d'Action Sociale de Croix;TRUE;59163;2 RUE LEON DEJARDIN;59170;26 590 163 700 016;FALSE;5;2;7;3;;4;;;;;;;
3456;COMMUNAUTE DE COMMUNES DU PAYS DE VALOIS;TRUE;60176;62 RTE DE SOISSONS;60800;24 600 087 100 060;FALSE;1;;;;;;;;;;;;
3457;FRANCE SERVICES LA POSTE LEMBEYE;TRUE;64394;37 PLACE MARCADIEU;64350;35 600 000 028 218;TRUE;1;;;;;;;;;;;;
3458;La poste Lille Bois Blancs;TRUE;59350;52 RUE GEN ANNE DE BOURDONNAYE;59000;35 600 000 025 347;FALSE;1;;;;;;;;;;;;
3459;La Poste France Service LA CHAPELLE D'ARMENTIERES;TRUE;59143;383 RTE NATIONALE;59930;35 600 000 031 827;FALSE;1;;;;;;;;;;;;
3460;Centre Social, maison de quartier Albert Jacquard;TRUE;59350;113 RUE SAINT GABRIEL;59800;35 178 617 300 010;FALSE;1;;;;;;;;;;;;
3461;Association de Médiation Interculturelle;TRUE;60159;2 PL JEAN BAPTISTE CARPEAUX;60200;41 192 182 800 041;FALSE;7;3;31;6;7;6;6;;6;6;6;6;6
3462;Maison de la Citoyenneté et des Services;TRUE;60157;Square Marcel Pagnol;60600;21 600 156 000 012;FALSE;1;;;;;;;;;;;;
3463;Centre Social Salengro;TRUE;59017;28b Rue Jean Baptiste Lebas;59280;38 194 218 400 015;FALSE;4;;;;;;;;;;;;
3464;Centre social des 4 saisons;TRUE;59017;1 Rue du Maréchal Joffre, 59280 Armentières;59280;40 148 772 300 017;FALSE;2;1;6;2;;2;;;;4;;;
3465;Ville de Raismes;TRUE;59491;GRAND PLACE;59590;21 590 491 300 013;FALSE;1;;;;;;;;;;;;
3466;ACoLJAQ / Christian Janssens;TRUE;59368;70 RUE DE BERKEM;59110;31 799 433 300 035;FALSE;1;17;86;2;18;33;6;;6;28;4;23;12
3467;AMFD MNE;TRUE;59646;25 B RUE JEAN BART;59290;78 380 630 000 043;FALSE;3;;;;;;;;;;;;
3468;La Source;TRUE;33200;58 RUE EDMOND ROSTAND;33185;20 003 494 000 011;FALSE;1;;;;;;;;;;;;
3469;MAIRIE DE GABARNAC;TRUE;33176;757 Route des Crêtes;33410;21 330 176 500 011;FALSE;1;;;;;;;;;;;;
3470;Médiathèque de Couzeix;TRUE;87050;3 allée des jardins;87270;21 870 500 200 010;FALSE;2;4;14;8;;;;;3;;3;;
3471;LA POSTE SAINT-PIERRE-DU-MONT;TRUE;40281;280 RUE DE LA PROVENCE;40280;35 600 000 019 187;FALSE;0;;;;;;;;;;;;
3472;COMMUNE DE MAGNAT L’ETRANGE;TRUE;23119;27 Chemin de la ceinture;23260;20 006 674 400 018;FALSE;1;1;3;;;;;;2;;2;;
3473;Maison des Services de Saint-Aigulin;TRUE;17309;1 RUE VICTOR HUGO;17360;21 170 309 500 011;FALSE;2;3;9;2;;;;;;4;3;;
3474;Communauté d'agglomération du Grand Dax;TRUE;40088;20 AV DE LA GARE;40100;24 400 067 500 151;FALSE;3;;;;;;;;;;;;
3475;Maison des Solidarités de la Ville de Talence;TRUE;33522;221 AVENUE DE THOUARS;33400;26 330 510 400 014;FALSE;0;;;;;;;;;;;;
3476;CCAS d'Arès;TRUE;33011;7 RUE PIERRE PAUILHAC;33740;26 330 011 300 028;FALSE;3;1;2;;;;;;;2;;;
3477;Mairie de Saint-Léger;TRUE;17283;PL DE LA MAIRIE;17800;21 170 354 100 014;FALSE;1;;;;;;;;;;;;
3478;Mairie de Margerides;TRUE;19275;1901 Route de Margerides;19200;20 006 674 400 018;FALSE;1;;;;;;;;;;;;
3480;Communauté d'agglomération du Bassin de Brive;TRUE;19031;9 AV LEO LAGRANGE;19100;20 004 317 200 010;FALSE;5;;;;;;;;;;;;
3481;Grand Cognac;TRUE;16102;6 RUE DE VALDEPENAS;16100;20 007 051 400 019;FALSE;8;;;;;;;;;;;;
3482;Mairie ARES;TRUE;33011;7 RUE PIERRE PAUILHAC;33740;21 330 011 400 062;FALSE;1;;;;;;;;;;;;
3484;Bibliothèque des Portes de Vassivière;TRUE;87064;"rue de la paix

Autre adresse :
5 rue de la Liberté 
87120 Eymoutiers";87120;24 871 935 300 018;FALSE;2;;;;;;;;;;;;
3485;TAS Sud Charente;TRUE;16015;31 BD EMILE ROUX;16000;22 160 001 800 016;FALSE;10;;;;;;;;;;;;
3486;AMAV53;TRUE;53201;15 RUE DE LA GOBERIE;53940;78 625 766 700 042;FALSE;5;5;22;;;10;;;4;8;6;6;
3487;CCAS LONGEVILLE SUR MER;TRUE;85127;14 RUE DE LATTRE DE TASSIGNY;85560;21 850 127 800 012;FALSE;1;;;;;;;;;;;;
3488;CCAS VILLE DE BEAUNE;TRUE;21054;1 BD MARECHAL FOCH - BP 30191;21205;26 210 026 600 036;FALSE;7;24;343;63;8;76;41;10;58;64;43;92;68
3489;France Services Itinérante du Sud (Communauté de Communes du Sud - CCSud);TRUE;97607;43 rue Mkoumaféjou - Ancienne Mairie;97660;20 006 047 300 010;TRUE;3;;;;;;;;;;;;
3490;NARENDRE HASSONTSI NA YA MAECHA NA AMANI Nayma;TRUE;97604;RUE DU PPF;97620;88 979 079 600 011;FALSE;2;;;;;;;;;;;;
3491;Mairie de Pamandzi - Accueil;TRUE;97615;PL DE LA MAIRIE;97615;20 000 886 000 013;FALSE;1;;;;;;;;;;;;
3492;Bibliothèque Municipale de Koungou;TRUE;97611;1 PL DE LA LIBERTE;97600;20 000 881 100 016;FALSE;3;1;9;2;2;2;;;2;2;2;2;2
3493;UP AND SPACE MARTINIQUE;TRUE;97221;12 Rue Delgrès;97215;82 251 616 700 027;FALSE;3;;;;;;;;;;;;
3495;CYBER-BASE DU VAUCLIN - MAIRIE DU VAUCLIN;TRUE;97232;RUE COLLIGNON;97280;21 972 232 900 014;FALSE;4;;;;;;;;;;;;
3496;Union Départementale des Associations familiales de la Martinique;TRUE;97209;CITE BON AIR;97200;31 429 166 700 017;FALSE;2;;;;;;;;;;;;
3497;Association MAG'ASP;TRUE;97112;SECTION TIVOLI;97112;51 981 986 600 020;FALSE;3;13;82;26;12;15;4;2;18;22;8;6;16
3498;COMMUNE DE MARIGOT;TRUE;97216;LA MARIE;97225;21 972 216 200 019;FALSE;4;14;75;25;2;21;6;2;14;10;10;10;10
3499;CCAS Baillif;TRUE;97104;LE BOURG	97123	BAILLIF;97123;1;FALSE;3;51;488;132;41;97;22;20;133;126;54;70;90
3500;EPN Mairie Saint-Christophe-sur-le-Nais;TRUE;37231;32 RUE DU VAL JOYEUX;37370;21 370 213 700 018;FALSE;1;2;13;;;;;;;;13;;
3501;France Service  de Bonneval;TRUE;28051;3 RUE SAINT MICHEL;28800;35 600 000 065 753;FALSE;2;;;;;;;;;;;;
3502;Commune de Barrou;TRUE;37064;10 RUE DE LA MAIRIE;37350;21 370 019 800 012;FALSE;1;;;;;;;;;;;;
3503;MAIRIE DE LERNE;TRUE;37072;6 PL DU 8 MAI;37500;21 370 126 100 017;FALSE;0;;;;;;;;;;;;
3504;MAIRIE D'ARTANNES-SUR-INDRE;TRUE;37159;3 AV DE LA VALLEE DU LYS;37260;21 370 006 500 013;FALSE;2;7;29;;;2;;;27;2;;;
3505;Mairie de Chouzé-sur-Loire;TRUE;37031;11 PL DES DEPORTES;37140;21 370 074 300 015;FALSE;4;;;;;;;;;;;;
3506;Mairie - Espace numérique CHATEAUNEUF-EN-THYMERAIS;TRUE;28089;RUE HUBERT LATHAM;28170;21 280 089 000 015;FALSE;1;10;30;;;9;3;;2;7;8;2;
3507;M@n Mon Assistant Numérique La Réunion ouest;TRUE;97408;38 RUE DES TUIT TUITS;97419;90 959 166 100 014;FALSE;1;;;;;;;;;;;;
3508;La plaine lé possible;TRUE;97406;7 RUE DES BLEUETS;97431;88 277 391 400 016;FALSE;2;;;;;;;;;;;;
